IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type
tt3602560,Evermoor,2014–,TV-PG,17 Oct 2014,30 min,"Adventure, Family, Fantasy",N/A,"Tim Compton, Diane Whitley","Alex Starke, Margaret Cabourn-Smith, Clive Rowe",English,"United Kingdom, United States",6.2,,,series
tt11199552,Disney Family Sundays,2019–2020,TV-G,12 Nov 2019,8 min,"Family, Reality-TV",N/A,N/A,"Stacey Freeman, Pham Viet Dung, Pham Viet Dung",English,United States,5.6,,,series
tt2229129,Fancy Nancy,2018–,TV-Y,13 Jul 2018,22 min,"Animation, Short, Adventure",N/A,"Krista Tucker, Jamie Mitchell","Mia Sinclair Jenness, Alyson Hannigan, Spencer Moss",N/A,"United States, Canada",5.5,,,series
tt8115666,Fast Layne,2019,TV-G,15 Feb 2019,30 min,Comedy,N/A,Travis Braun,"Sophie Pollono, Sofia Rosinsky, Enid-Raye Adams",English,United States,5.6,,,series
tt2326087,Girl Vs. Monster,2012,TV-PG,12 Oct 2012,89 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Stuart Gillard,"Annie DeYoung (story), Annie DeYoung (teleplay), Ron McGee (teleplay)","Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara",English,"USA, Canada",5.6,,,movie
tt1865718,Gravity Falls,2012–2016,TV-Y7,15 Jun 2012,23 min,"Animation, Adventure, Comedy",N/A,Alex Hirsch,"Jason Ritter, Alex Hirsch, Kristen Schaal","Spanish, English",United States,8.9,,,series
tt2996052,I Didn't Do It,2014–2015,TV-G,17 Jan 2014,22 min,"Comedy, Drama, Family",N/A,"Tod Himmel, Josh Silverstein","Olivia Holt, Austin North, Piper Curda",English,United States,6.0,,,series
tt1044418,Jonas,2009–2010,Not Rated,02 May 2009,25 min,"Comedy, Family, Music",N/A,"Michael Curtis, Roger S.H. Schulman","Kevin Jonas, Chelsea Kane, Nicole Gale Anderson",English,United States,4.7,,,series
tt9277788,Disney Junior Music Nursery Rhymes,2018–,N/A,N/A,N/A,"Animation, Family, Music",N/A,N/A,N/A,N/A,N/A,6.0,,,series
tt3598030,K.C. Undercover,2015–2018,TV-Y7,18 Jan 2015,30 min,"Action, Comedy, Drama",N/A,Corinne Marshall,"Zendaya, Veronica Dunne, Kamil McFadden",English,United States,6.2,,,series
tt5118450,Lab Rats: Elite Force,2016–2019,TV-Y7,02 Mar 2016,30 min,"Adventure, Comedy, Drama",N/A,"Bryan Moore, Chris Peterson","William Brent, Bradley Steven Perry, Jake Short",N/A,United States,6.5,,,series
tt0784896,Mickey Mouse Clubhouse,2006–2016,TV-Y,18 Feb 2006,30 min,"Animation, Comedy, Family",N/A,Roberts Gannaway,"Tony Anselmo, Bill Farmer, Tress MacNeille",English,"United States, India",5.7,,,series
tt5439480,Milo Murphy's Law,2016–2019,TV-Y7,03 Oct 2016,12 min,"Animation, Short, Action",N/A,"Jeff 'Swampy' Marsh, Dan Povenmire","'Weird Al' Yankovic, Sabrina Carpenter, Mekai Curtis",English,United States,7.5,,,series
tt2341339,Randy Cunningham: 9th Grade Ninja,2012–2015,TV-G,13 Aug 2012,15 min,"Animation, Short, Action",N/A,"Jed Elinoff, Scott Thomas","Ben Schwartz, Andrew Lewis Caldwell, Facundo Reyes",English,"United Kingdom, United States, Ireland",6.7,,,series
tt2758770,Star vs. the Forces of Evil,2015–2019,TV-Y7,18 Jan 2015,22 min,"Animation, Action, Adventure",N/A,"Daron Nefcy, David Wasson, Jordana Arkin","Eden Sher, Adam McArthur, Grey Griffin","English, Spanish, Japanese",United States,8.0,,,series
tt4488724,Stuck in the Middle,2016–2018,TV-G,14 Feb 2016,30 min,"Comedy, Family",N/A,"Alison Brown, Linda Videtti Figueiredo","Jenna Ortega, Isaak Presley, Ariana Greenblatt",English,United States,6.1,,,series
tt8959856,Sydney to the Max,2019–,TV-G,25 Jan 2019,22 min,"Comedy, Family",N/A,Mark Reisman,"Ruth Righi, Ava Kolker, Jackson Dollinger",English,United States,6.3,,,series
tt1887491,Take Two with Phineas and Ferb,2010–2011,TV-G,03 Dec 2010,2 min,"Animation, Comedy, Family",N/A,N/A,"Thomas Brodie-Sangster, Vincent Martella, Alyson Stoner",English,United States,6.5,,,series
tt3793630,The Lion Guard,2015–2019,TV-Y,15 Jan 2016,30 min,"Animation, Short, Action",N/A,Ford Riley,"Max Charles, Joshua Rush, Diamond White",English,United States,6.5,,,series
tt0088528,Adventures of the Gummi Bears,1985–1991,TV-Y,14 Sep 1985,30 min,"Animation, Family, Fantasy",N/A,N/A,"June Foray, Noelle North, Lorenzo Music",English,United States,7.5,,,series
tt0092345,DuckTales,1987–1990,TV-G,18 Sep 1987,23 min,"Animation, Adventure, Comedy",N/A,Jymn Magon,"Alan Young, Russi Taylor, Terence McGovern",English,United States,8.1,,,series
tt7642482,Holiday Magic,2017,N/A,11 Dec 2017,63 min,Reality-TV,Chris Wilson,N/A,"Stephen Boss, Allison Holker",N/A,N/A,7.3,,,episode
tt0138967,Hercules,1998–1999,TV-Y7,31 Aug 1998,30 min,"Animation, Action, Adventure",N/A,N/A,"Tate Donovan, French Stewart, Sandra Bernhard",English,United States,6.6,,,series
tt0278866,Kim Possible,2002–2007,TV-G,07 Jun 2002,30 min,"Animation, Action, Adventure",N/A,"Mark McCorkle, Bob Schooley","Christy Carlson Romano, Will Friedle, Nancy Cartwright",English,"United States, Philippines, South Korea",7.2,,,series
tt0756522,Little Einsteins,2005–2010,TV-Y,09 Oct 2005,30 min,"Animation, Adventure, Comedy",N/A,"Eric Weiner, Douglas Wood","David Jason, Aiden Pompey, Jesse Schwartz",English,United States,6.3,,,series
tt0115269,Mighty Ducks,1996–1997,TV-Y7,06 Sep 1996,30 min,"Animation, Short, Action",N/A,N/A,"Jeff Bennett, Brad Garrett, Jennifer Hale",English,United States,6.5,,,series
tt0465327,The Emperor's New School,2006–2008,TV-G,27 Jan 2006,30 min,"Animation, Short, Adventure",N/A,Mark Dindal,"J.P. Manoux, Patrick Warburton, Curtis Armstrong",English,United States,6.6,,,series
tt0103477,The Little Mermaid,1992–1994,TV-Y,11 Sep 1992,25 min,"Animation, Adventure, Comedy",N/A,Peter S. Beagle,"Jodi Benson, Samuel E. Wright, Edan Gross",English,United States,6.8,,,series
tt1223236,African Cats,2011,G,22 Apr 2011,89 min,"Documentary, Adventure","Keith Scholey, Alastair Fothergill","Keith Scholey, John Truby, Owen Newman","Samuel L. Jackson, Patrick Stewart",English,United States,7.5,73%,61/100,movie
tt2458776,Bears,2014,G,18 Apr 2014,78 min,"Documentary, Family","Alastair Fothergill, Keith Scholey, Adam Chapman","Alastair Fothergill, Adam Chapman, Pamela Ribon",John C. Reilly,English,United States,7.4,90%,68/100,movie
tt1222815,Chimpanzee,2012,G,20 Apr 2012,78 min,"Documentary, Family","Alastair Fothergill, Mark Linfield","Alastair Fothergill, Mark Linfield, Don Hahn",Tim Allen,English,"United Kingdom, United States",7.2,76%,57/100,movie
tt3660770,Monkey Kingdom,2015,G,17 Apr 2015,81 min,Documentary,"Mark Linfield, Alastair Fothergill","Mark Linfield, Kate Kondell",Tina Fey,English,United States,7.3,93%,72/100,movie
tt1222816,Pollen,2011,G,16 Apr 2013,81 min,"Documentary, Family, News",Louie Schwartzberg,Louie Schwartzberg,Meryl Streep,English,"United States, Panama, Mexico",7.4,,,movie
tt1710295,Doc McStuffins,2012–2020,G,23 Mar 2012,11 min,"Animation, Family, Fantasy",N/A,Chris Nee,"Lara Jill Miller, Loretta Devine, Robbie Rist",English,"United States, Ireland",6.6,,,series
tt0118998,Doctor Dolittle,1998,PG-13,26 Jun 1998,85 min,"Comedy, Family, Fantasy",Betty Thomas,"Hugh Lofting, Nat Mauldin, Larry Levin","Eddie Murphy, Peter Boyle, Ossie Davis",English,United States,5.4,42%,46/100,movie
tt0240462,Dr. Dolittle 2,2001,PG,22 Jun 2001,87 min,"Comedy, Family, Fantasy",Steve Carr,"Hugh Lofting, Larry Levin","Eddie Murphy, Cedric the Entertainer, Kristen Wilson",English,United States,4.7,42%,49/100,movie
tt10981266,Dog: Impossible,2019–,N/A,08 Sep 2019,N/A,Reality-TV,N/A,N/A,Matt Beisner,N/A,United States,8.2,,,series
tt0045696,Don's Fountain of Youth,1953,Approved,30 May 1953,6 min,"Animation, Short, Comedy","Jack Hannah, Norman Ferguson, Clyde Geronimi","Ralph Wright, Ted Osborne, Al Taliaferro",Clarence Nash,English,United States,7.1,,,movie
tt0208101,Don't Look Under the Bed,1999,TV-PG,09 Oct 1999,100 min,"Family, Fantasy, Horror",Kenneth Johnson,Mark Edward Edens,"Erin Chambers, Ty Hodges, Robin Riker, Steve Valentine",English,United States,6.9,,,movie
tt0032401,Donald's Dog Laundry,1940,Approved,05 Apr 1940,8 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Chuck Couch, Ralph Wright","Lee Millar, Clarence Nash",English,United States,6.8,,,movie
tt0030069,Donald's Golf Game,1938,TV-PG,04 Nov 1938,8 min,"Animation, Short, Comedy",Jack King,"Carl Barks, Jack Hannah, Ted Osborne",Clarence Nash,English,United States,6.8,,,movie
tt0035820,Donald's Tire Trouble,1943,N/A,29 Jan 1943,7 min,"Family, Comedy, Animation",Dick Lundy,"Carl Barks, Harry Reeves",Clarence Nash,English,United States,6.8,,,movie
tt0281905,Double Teamed,2002,TV-G,18 Jan 2002,93 min,"Biography, Drama, Family, Sport",Duwayne Dunham,"Douglas Penn (story), John Wierick (story), John Wierick (teleplay)","Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy",English,United States,6.1,,,movie
tt3593456,"Dr. Oakley, Yukon Vet",2014–,TV-PG,04 Apr 2014,N/A,Reality-TV,N/A,N/A,"Michelle Oakley, Zac Fine, Matthew Leo Hunter",English,United States,8.3,,,series
tt7823038,Drain Alcatraz,2017,TV-14,19 Dec 2017,47 min,Documentary,Wayne Abbott,Christopher Blow,"Craig Sechler, Russell Boulter, John A. Martini, John Cantwell",English,United States,6.0,,,movie
tt4266692,Drain the Bermuda Triangle,2014,TV-PG,07 Dec 2014,44 min,"Documentary, Short",Jobim Sampson,"Jobim Sampson, Christopher Blow","Craig Sechler, Russell Boulter, Philippe Rouja",English,United States,6.4,,,movie
tt3738576,Drain the Great Lakes,2011,TV-G,01 Dec 2011,47 min,Documentary,"Wayne Abbott, Crispin Sadler","Wayne Abbott, Jeremy Evans, Crispin Sadler","Cham Giobbi, Nigel Wattrus, Steve Blasco, John O'Shea",English,"UK, Canada, USA",6.9,,,movie
tt6141006,Drain the Ocean: WWII,2016,TV-PG,19 Sep 2016,44 min,History,Mike Slee,Mike Slee,"Russell Boulter, James Delgado, Herbert Weatherwax, Scott Pawlowski",English,United States,7.0,,,movie
tt8676618,Drain the Oceans,2018–,TV-PG,28 May 2018,47 min,"Documentary, History, Mystery",N/A,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, James Delgado",English,"United Kingdom, Australia",7.6,,,series
tt4743564,Drain the Titanic,2015,N/A,N/A,46 min,Documentary,Wayne Abbott,"Wayne Abbott, Christopher Blow, Max Salomon","Russell Boulter, Brad Cartner, Kenneth Vrana",English,"United Kingdom, Canada, United States",6.4,,,movie
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990,G,03 Aug 1990,74 min,"Animation, Adventure, Comedy",Bob Hathcock,"Alan Burnett, Carl Barks, Ted Osborne","Alan Young, Christopher Lloyd, Terence McGovern",English,"France, United States",6.9,88%,,movie
tt7008868,Earth Live,2017,N/A,09 Jul 2017,N/A,Documentary,Glenn Weiss,"Lewis Friedman, Ann Slichter, Grant Taylor","Jane Lynch, Phil Keoghan",English,United States,5.5,,,movie
tt0365149,Eddie's Million Dollar Cook-Off,2003,TV-G,18 Jul 2003,110 min,"Comedy, Family, Sport",Paul Hoen,"Jack Jason (story), Rick Bitzelberger (story), Dan Berendsen (story), Dan Berendsen (teleplay)","Taylor Ball, Orlando Brown, Reiley McClendon, Mark L. Taylor",English,United States,6.1,,,movie
tt0397313,Eight Below,2006,PG,17 Feb 2006,120 min,"Adventure, Drama, Family",Frank Marshall,"David DiGilio, Toshirô Ishidô, Koreyoshi Kurahara","Paul Walker, Jason Biggs, Bruce Greenwood",English,"United States, Canada, Antarctica",7.3,72%,64/100,movie
tt4549142,Elena of Avalor,2016–2020,TV-Y,22 Jul 2016,24 min,"Animation, Action, Adventure",N/A,Craig Gerber,"Aimee Carrero, Jenna Ortega, Christian Lanz",English,United States,6.4,,,series
tt12036052,Elephant,2020,G,03 Apr 2020,86 min,"Documentary, Adventure, Biography","Mark Linfield, Vanessa Berlowitz, Alastair Fothergill","Mark Linfield, David Fowler",Meghan Markle,English,United States,7.2,,61/100,movie
tt0027569,Elmer Elephant,1936,Approved,28 Mar 1936,9 min,"Animation, Short, Comedy",Wilfred Jackson,"Earl Hurd, Bianca Majolie, Ted Sears","Pinto Colvig, Bernice Hansen, Clarence Nash",English,United States,6.9,,,movie
tt0416716,Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004,N/A,20 Sep 2004,151 min,"Documentary, History, Sci-Fi","Edith Becker, Kevin Burns",Ed Singer,"Robert Clotworthy, Walter Cronkite, George Lucas, Steven Spielberg",English,United States,8.3,,,movie
tt7759016,Encore!,2019–2020,TV-PG,12 Nov 2019,60 min,"Musical, Reality-TV",N/A,N/A,"Kristen Bell, Matt Fowler, Adam Wachter",English,United States,7.7,,,series
tt0206511,Even Stevens,2000–2003,TV-G,17 Jun 2000,30 min,"Comedy, Family",N/A,Matt Dearborn,"Shia LaBeouf, Christy Carlson Romano, A.J. Trauth",English,United States,7.6,,,series
tt10719984,Expedition Amelia,2019,N/A,20 Oct 2019,95 min,"Documentary, History",Chad Cohen,"Chad Cohen, Eleanor Grant (additional writer)","Allison Janney, Amelia Earhart, Robert Ballard, Columbia McCaleb",N/A,United States,7.2,,,movie
tt6974848,Disney's Fairy Tale Weddings,2017–2020,TV-PG,11 Dec 2017,63 min,Reality-TV,N/A,"Jenny Daly, Simon Lythgoe, Ann Lewis Roberts","Stephen Boss, Allison Holker, Ashley Eckstein",English,United States,6.7,,,series
tt0032455,Fantasia,1940,G,19 Sep 1941,125 min,"Animation, Family, Fantasy","James Algar, Samuel Armstrong, Ford Beebe Jr.","Joe Grant, Dick Huemer, Lee Blair","Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra",English,United States,7.7,95%,96/100,movie
tt0120910,Fantasia 2000,1999,G,16 Jun 2000,75 min,"Animation, Comedy, Family","James Algar, Gaëtan Brizzi, Paul Brizzi","Eric Goldberg, Joe Grant, Perce Pearce","James Levine, Steve Martin, Itzhak Perlman",English,United States,7.2,81%,59/100,movie
tt0830298,Fantastic Four: World's Greatest Heroes,2006–2010,TV-Y7,02 Sep 2006,30 min,"Animation, Action, Family",N/A,N/A,"Hiro Kanagawa, Lara Gilchrist, Christopher Jacot",English,United States,6.7,,,series
tt0030128,Ferdinand the Bull,1938,Approved,25 Nov 1938,8 min,"Animation, Short, Comedy",Dick Rickard,"Munro Leaf, Robert Lawson, Vernon Stallings","Don Wilson, Walt Disney, Milt Kahl",English,United States,7.2,,,movie
tt2277860,Finding Dory,2016,PG,17 Jun 2016,97 min,"Animation, Adventure, Comedy","Andrew Stanton, Angus MacLane","Andrew Stanton, Victoria Strouse","Ellen DeGeneres, Albert Brooks, Ed O'Neill","English, Indonesian",United States,7.3,94%,77/100,movie
tt0266543,Finding Nemo,2003,G,30 May 2003,100 min,"Animation, Adventure, Comedy","Andrew Stanton, Lee Unkrich","Andrew Stanton, Bob Peterson, David Reynolds","Albert Brooks, Ellen DeGeneres, Alexander Gould",English,United States,8.1,99%,90/100,movie
tt0116311,First Kid,1996,PG,30 Aug 1996,101 min,"Comedy, Family",David Mickey Evans,Tim Kelleher,"Sinbad, Brock Pierce, Blake Boyd",English,United States,5.3,20%,48/100,movie
tt1725902,Fish Hooks,2010–2014,TV-G,28 Aug 2010,22 min,"Animation, Adventure, Comedy",N/A,"Noah Jones, Alex Hirsch, William Reiss","Chelsea Kane, Justin Roiland, Kyle Massey",English,United States,4.8,,,series
tt0091059,Flight of the Navigator,1986,PG,01 Aug 1986,90 min,"Adventure, Comedy, Family",Randal Kleiser,"Mark H. Baker, Michael Burton, Phil Joanou","Joey Cramer, Paul Reubens, Cliff De Young",English,United States,6.9,84%,64/100,movie
tt0022899,Flowers and Trees,1932,Approved,30 Jul 1932,8 min,"Animation, Short, Comedy",Burt Gillett,N/A,"Pinto Colvig, Walt Disney, Esther Campbell",English,United States,7.3,,,movie
tt0248808,For the Birds,2000,G,02 Nov 2001,3 min,"Animation, Short, Comedy",Ralph Eggleston,Ralph Eggleston,Ralph Eggleston,None,United States,8.0,,,movie
tt11194652,What is Reading?,2020,N/A,10 Jan 2020,4 min,"Animation, Short, Comedy",Bob Peterson,Bob Peterson,"Tony Hale, Addison Andrews, Mila Crespo",English,United States,N/A,,,episode
tt0113104,Frank and Ollie,1995,PG,20 Oct 1995,89 min,Documentary,Theodore Thomas,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer",English,United States,7.7,88%,,movie
tt1142977,Frankenweenie,2012,PG,05 Oct 2012,87 min,"Animation, Comedy, Family",Tim Burton,"Leonard Ripps, Tim Burton, John August","Winona Ryder, Catherine O'Hara, Martin Short",English,United States,6.9,87%,74/100,movie
tt0087291,Frankenweenie,1984,PG,21 Dec 1984,29 min,"Short, Comedy, Drama",Tim Burton,"Tim Burton, Leonard Ripps","Shelley Duvall, Daniel Stern, Barret Oliver",English,United States,7.3,,,movie
tt0076054,Freaky Friday,1976,G,21 Jan 1977,95 min,"Comedy, Family, Fantasy",Gary Nelson,Mary Rodgers,"Barbara Harris, Jodie Foster, John Astin",English,United States,6.3,70%,51/100,movie
tt0322330,Freaky Friday,2003,PG,06 Aug 2003,97 min,"Comedy, Family, Fantasy",Mark Waters,"Mary Rodgers, Heather Hach, Leslie Dixon","Jamie Lee Curtis, Lindsay Lohan, Mark Harmon","English, Mandarin",United States,6.2,88%,70/100,movie
tt7631348,Freaky Friday,2018,TV-G,10 Aug 2018,90 min,"Comedy, Fantasy, Musical",Steve Carr,"Bridget Carpenter (musical book), Bridget Carpenter (screenplay), Mary Rodgers (based on a children's book by), Brian Yorkey (musical book)","Cozi Zuehlsdorff, Heidi Blickenstaff, Jason Maybaum, Alex Désert",English,United States,3.7,67%,,movie
tt7775622,Free Solo,2018,PG-13,13 Dec 2018,100 min,"Documentary, Adventure, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi",N/A,"Alex Honnold, Tommy Caldwell, Jimmy Chin",English,United States,8.2,,83/100,movie
tt1865368,Frenemies,2012,TV-G,13 Jan 2012,87 min,"Comedy, Drama, Family",Daisy von Scherler Mayer,"Alexa Young (based on a novel by), Dava Savel (teleplay by), Dava Savel (television story by), Wendy Weiner (teleplay by), Dava Savel (teleplay by), James Krieg (teleplay by), James Krieg (television story by)","Bella Thorne, Zendaya, Mary Mouser, Nick Robinson",English,United States,5.1,,,movie
tt2294629,Frozen,2013,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff","English, Norwegian","United States, Norway",7.4,90%,75/100,movie
tt4520988,Frozen II,2019,PG,22 Nov 2019,103 min,"Animation, Adventure, Comedy","Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Josh Gad",English,United States,6.8,78%,64/100,movie
tt0039404,Fun & Fancy Free,1947,Approved,12 Mar 1948,73 min,"Animation, Adventure, Comedy","Jack Kinney, Hamilton Luske, William Morgan","Homer Brightman, Harry Reeves, Ted Sears","Edgar Bergen, Dinah Shore, Luana Patten",English,United States,6.5,67%,66/100,movie
tt0286639,Fuzzbucket,1986,N/A,18 May 1986,46 min,"Adventure, Comedy, Family",Mick Garris,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips",English,United States,7.6,,,movie
tt0436339,G-Force,2009,PG,24 Jul 2009,88 min,"Animation, Action, Adventure",Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley, Hoyt Yeatman","Will Arnett, Penélope Cruz, Zach Galifianakis","English, Spanish",United States,5.1,22%,41/100,movie
tt0108783,Gargoyles,1994–1996,TV-Y7,24 Oct 1994,30 min,"Animation, Action, Adventure",N/A,Greg Weisman,"Keith David, Salli Richardson-Whitfield, Jeff Bennett",English,United States,8.1,,,series
tt0193187,Genius,1999,TV-G,21 Aug 1999,82 min,"Comedy, Family, Romance, Sci-Fi",Rod Daniel,"John Rieck (story), John Rieck (teleplay), Jim Lincoln (teleplay), Dan Studney (teleplay)","Trevor Morgan, Emmy Rossum, Charles Fleischer, Yannick Bisson",English,United States,6.2,,,movie
tt0119190,George of the Jungle,1997,PG,16 Jul 1997,92 min,"Action, Adventure, Comedy",Sam Weisman,"Jay Ward, Dana Olsen, Audrey Wells","Brendan Fraser, Leslie Mann, Thomas Haden Church","English, Spanish",United States,5.5,56%,53/100,movie
tt0322389,George of the Jungle 2,2003,PG,20 Oct 2003,87 min,"Adventure, Comedy, Family",David Grossman,"Jordan Moffet, Bill Scott (television series), Jay Ward (based upon characters created by)","Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church",English,"USA, Australia",3.4,17%,,movie
tt0131409,Geri's Game,1997,G,25 Nov 1997,4 min,"Animation, Short, Family",Jan Pinkava,Jan Pinkava,Bob Peterson,None,United States,7.9,,,movie
tt0282521,Get a Clue,2002,TV-G,20 Jul 2002,83 min,"Comedy, Crime, Family, Mystery",Maggie Greenwald,Alana Sanko,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song",English,United States,5.1,,,movie
tt2543796,Girl Meets World,2014–2017,TV-G,27 Jun 2014,23 min,"Comedy, Drama, Family",N/A,"Michael Jacobs, April Kelly","Rowan Blanchard, Sabrina Carpenter, Ben Savage",English,United States,7.2,,,series
tt0385726,Glory Road,2006,PG,13 Jan 2006,118 min,"Biography, Drama, Sport",James Gartner,"Christopher Cleveland, Bettina Gilois","Josh Lucas, Derek Luke, Austin Nichols",English,United States,7.2,,58/100,movie
tt0447987,Go Figure,2005,TV-G,10 Jun 2005,88 min,"Action, Comedy, Drama, Family, Romance, Sport",Francine McDougall,"Patrick J. Clifton, Beth Rigazio","Jordan Danger, Whitney Sloan, Cristine Rose, Ryan Malgarini",English,United States,5.7,,,movie
tt1415889,Good Luck Charlie,2010–2014,TV-G,04 Apr 2010,22 min,"Comedy, Drama, Family",N/A,"Phil Baker, Drew Vaupen","Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry",English,United States,7.0,,,series
tt0103428,Goof Troop,1992–1993,TV-Y,05 Sep 1992,30 min,"Animation, Short, Adventure",N/A,N/A,"Rob Paulsen, April Winchell, Jim Cummings",English,United States,6.8,,,series
tt9165706,Gordon Ramsay: Uncharted,2019–,TV-14,21 Jul 2019,60 min,"Adventure, Reality-TV",N/A,N/A,"Gordon Ramsay, Sheldon Simeon, Michelle Costello",English,United States,7.8,,,series
tt0025200,The Grasshopper and the Ants,1934,Approved,10 Feb 1934,8 min,"Animation, Short, Comedy",Wilfred Jackson,"Aesop, Pinto Colvig, William Cottrell","Dorothy Compton, Pinto Colvig",English,United States,7.3,,,movie
tt1769803,Great Migrations,2010–,TV-PG,07 Nov 2010,45 min,Documentary,N/A,N/A,"Tarkan, Alec Baldwin, Stephen Fry",English,United States,8.1,,,series
tt0054944,Greyfriars Bobby: The True Story of a Dog,1961,Approved,17 Jul 1961,87 min,"Drama, Family",Don Chaffey,"Robert Westerby, Eleanor Atkinson","Donald Crisp, Laurence Naismith, Alex Mackenzie",English,United States,7.3,,,movie
tt0074599,Gus,1976,G,07 Jul 1976,96 min,"Comedy, Family, Sport",Vincent McEveety,"Ted Key, Arthur Alsberg, Don Nelson","Edward Asner, Don Knotts, Gary Grimes",English,United States,5.9,,52/100,movie
tt0067172,Hacksaw,1971,TV-PG,26 Sep 1971,89 min,Family,Larry Lansburgh,"Larry Lansburgh Jr. (story by), Dick Spencer III (teleplay by)","Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin",English,United States,6.0,,,movie
tt0173886,Halloweentown,1998,TV-G,17 Oct 1998,84 min,"Adventure, Comedy, Family, Fantasy",Duwayne Dunham,"Paul Bernbaum (story), Paul Bernbaum (teleplay), Jon Cooksey (teleplay), Ali Marie Matheson (teleplay)","Debbie Reynolds, Kimberly J. Brown, Judith Hoag, Joey Zimmerman",English,United States,6.7,80%,,movie
tt0414078,Halloweentown High,2004,TV-G,08 Oct 2004,82 min,"Comedy, Family, Fantasy",Mark A.Z. Dippé,"Paul Bernbaum (characters), Dan Berendsen (teleplay)","Kimberly J. Brown, Debbie Reynolds, Judith Hoag, Joey Zimmerman",English,United States,6.2,,,movie
tt0493093,Hannah Montana,2006–2011,TV-G,24 Mar 2006,23 min,"Comedy, Family, Music",N/A,"Richard Correll, Barry O'Brien, Michael Poryes","Miley Cyrus, Emily Osment, Jason Earles",English,United States,5.2,,,series
tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,G,01 Feb 2008,74 min,"Documentary, Music",Bruce Hendricks,"Michael Poryes, Richard Correll, Barry O'Brien","Miley Cyrus, The Jonas Brothers, Kenny Ortega",English,United States,2.5,71%,59/100,movie
tt1114677,Hannah Montana: The Movie,2009,G,10 Apr 2009,102 min,"Comedy, Drama, Family",Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll","Miley Cyrus, Emily Osment, Billy Ray Cyrus",English,United States,4.6,43%,47/100,movie
tt0028981,Hawaiian Holiday,1937,Passed,24 Sep 1937,8 min,"Animation, Short, Comedy",Ben Sharpsteen,Vernon Stallings,"Pinto Colvig, Walt Disney, Marcellite Garner",English,United States,7.0,,,movie
tt0110006,Heavyweights,1995,PG,17 Feb 1995,100 min,"Comedy, Drama, Family",Steven Brill,"Judd Apatow, Steven Brill","Tom McGowan, Aaron Schwartz, Ben Stiller",English,United States,6.6,29%,42/100,movie
tt2746314,Henry Hugglemonster,2013–2015,TV-Y,15 Apr 2013,22 min,"Animation, Adventure, Family",N/A,Niamh Sharkey,"Lara Jill Miller, Hynden Walch, Tom Kenny","English, Korean","Ireland, United Kingdom, United States, South Korea, Canada",5.3,,,series
tt0080861,Herbie Goes Bananas,1980,G,25 Jun 1980,100 min,"Adventure, Comedy, Family",Vincent McEveety,"Don Tait, Gordon Buford","Charles Martin Smith, Stephen W. Burns, Cloris Leachman","English, Spanish",United States,5.0,40%,55/100,movie
tt0400497,Herbie Fully Loaded,2005,G,22 Jun 2005,101 min,"Adventure, Comedy, Family",Angela Robinson,"Thomas Lennon, Robert Ben Garant, Alfred Gough","Lindsay Lohan, Michael Keaton, Cheryl Hines",English,United States,4.8,40%,47/100,movie
tt0119282,Hercules,1997,G,27 Jun 1997,93 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods","English, Spanish, Greek","United States, France",7.3,84%,74/100,movie
tt8510382,High School Musical: The Musical - The Series,2019–,TV-PG,12 Nov 2019,31 min,"Comedy, Drama, Musical",N/A,Tim Federle,"Olivia Rodrigo, Joshua Bassett, Matt Cornett",English,United States,7.3,,,series
tt11448424,High School Musical: The Musical: The Series: The Special,2019,TV-G,20 Dec 2019,23 min,Documentary,Clayton Cogswell,N/A,"Joshua Bassett, Corbin Bleu, Matt Cornett, Tim Federle",English,United States,7.2,,,movie
